,Operación,Precio,Cantidad,Budget,Crypto,Ganancia/Pérdida Acumulada,Rendimiento
53,Venta,214.34500122070312,4.89736990596806,1049.7267584729586,0.0,49.72675847295852,0.04972675847295852
54,Compra,213.55999755859375,4.915371654211358,0.0,4.915371654211358,49.72675847295852,0.04972675847295852
55,Venta,214.35000610351562,4.915371654211358,1053.6099440812523,0.0,53.60994408125214,0.05360994408125214
56,Compra,213.26199340820312,4.940448728079483,0.0,4.940448728079483,53.60994408125214,0.05360994408125214
57,Venta,213.1199951171875,4.940448728079483,1052.9084088050147,0.0,52.908408805014574,0.05290840880501457
58,Compra,213.80999755859375,4.924505031699789,0.0,4.924505031699789,52.908408805014574,0.05290840880501457
59,Venta,212.9705047607422,4.924505031699789,1048.7743222979188,0.0,48.77432229791873,0.048774322297918726
60,Compra,213.85499572753906,4.904137585049006,0.0,4.904137585049006,48.77432229791873,0.048774322297918726
61,Venta,214.0,4.904137585049006,1049.4854432004872,0.0,49.48544320048711,0.04948544320048711
62,Compra,213.4199981689453,4.917465336916106,0.0,4.917465336916106,49.48544320048711,0.04948544320048711
63,Venta,213.8289031982422,4.917465336916106,1051.4962195081453,0.0,51.496219508145145,0.05149621950814515
64,Compra,214.11000061035156,4.911009371401163,0.0,4.911009371401163,51.496219508145145,0.05149621950814515
65,Venta,214.63999938964844,4.911009371401163,1054.0990484801034,0.0,54.099048480103306,0.05409904848010331
66,Compra,214.33999633789062,4.917883113230984,0.0,4.917883113230984,54.099048480103306,0.05409904848010331
67,Venta,213.83999633789062,4.917883113230984,1051.6401069234878,0.0,51.64010692348768,0.05164010692348768
68,Compra,213.83009338378906,4.918110871494457,0.0,4.918110871494457,51.64010692348768,0.05164010692348768
69,Venta,213.2100067138672,4.918110871494457,1048.5904519308763,0.0,48.590451930876156,0.048590451930876154
70,Compra,213.05499267578125,4.92168917874917,0.0,4.92168917874917,48.590451930876156,0.048590451930876154
71,Venta,210.61000061035156,4.92168917874917,1036.5569609403233,0.0,36.556960940323165,0.036556960940323166
72,Compra,215.0133056640625,4.820896817240898,0.0,4.820896817240898,36.556960940323165,0.036556960940323166
73,Venta,216.5050048828125,4.820896817240898,1043.748288956276,0.0,43.748288956275815,0.04374828895627581
74,Compra,217.25430297851562,4.804269810294587,0.0,4.804269810294587,43.748288956275815,0.04374828895627581
75,Venta,215.93499755859375,4.804269810294587,1037.4099897567871,0.0,37.40998975678701,0.03740998975678701
76,Compra,215.53500366210938,4.81318566418621,0.0,4.81318566418621,37.40998975678701,0.03740998975678701
77,Venta,216.72999572753906,4.81318566418621,1043.1617084349296,0.0,43.16170843492944,0.04316170843492944
78,Compra,218.70989990234375,4.769613578995337,0.0,4.769613578995337,43.16170843492944,0.04316170843492944
79,Venta,219.51019287109375,4.769613578995337,1046.9787966458541,0.0,46.978796645854004,0.046978796645854005
80,Compra,219.1649932861328,4.777126040740282,0.0,4.777126040740282,46.978796645854004,0.046978796645854005
81,Venta,219.39999389648438,4.777126040740282,1048.1014241811545,0.0,48.10142418115436,0.04810142418115436
82,Compra,220.02999877929688,4.763447848002137,0.0,4.763447848002137,48.10142418115436,0.04810142418115436
83,Venta,219.6199951171875,4.763447848002137,1046.1483931192067,0.0,46.14839311920662,0.04614839311920662
84,Compra,220.3699951171875,4.7472360861236576,0.0,4.7472360861236576,46.14839311920662,0.04614839311920662
85,Venta,219.3800048828125,4.7472360861236576,1041.4486757536718,0.0,41.44867575367164,0.041448675753671636
86,Compra,220.11500549316406,4.7313842753260875,0.0,4.7313842753260875,41.44867575367164,0.041448675753671636
87,Venta,221.3000030517578,4.7313842753260875,1047.0553545687021,0.0,47.055354568702,0.047055354568702
88,Compra,225.17080688476562,4.650049307255658,0.0,4.650049307255658,47.055354568702,0.047055354568702
89,Venta,224.72000122070312,4.650049307255658,1044.9590860028213,0.0,44.95908600282121,0.04495908600282121
90,Compra,225.22000122070312,4.6397259583478085,0.0,4.6397259583478085,44.95908600282121,0.04495908600282121
91,Venta,225.35000610351562,4.6397259583478085,1045.5622730323184,0.0,45.56227303231833,0.04556227303231833
